GUID;IDRESEAU;CODE_LIGNE;LIB_LIGNE;PK;LIBELLE;RG_TRONCON;IDGAIA;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
14402A9A666811E38CFF01F464E0362D;29200;640000;Ligne de Bordeaux-St-Jean à Sète-Ville;044+237;St-Macaire;1;14402a9a-6668-11e3-8cff-01f464e0362d;443661.12099999934;6390681.935699999;-0.229064924610236;44.56803840352862;44.5680384035,-0.22906492461;44.5680384035,-0.22906492461;"{""type"": ""Point"", ""coordinates"": [-0.229064924610238, 44.568038403507835]}"
14429DC0666811E38CFF01F464E0362D;29351;850000;Ligne de Dijon-Ville à Vallorbe (frontière);323+562;Crimolois;1;14429dc0-6668-11e3-8cff-01f464e0362d;859847.9620999992;6688833.610800002;5.114871766732195;47.28054988571427;47.2805498857,5.11487176673;47.2805498857,5.11487176673;"{""type"": ""Point"", ""coordinates"": [5.114871766732196, 47.280549885683754]}"
144289E8666811E38CFF01F464E0362D;29480;830000;Ligne de Paris-Lyon à Marseille-St-Charles;725+105;Bédarrides;1;144289e8-6668-11e3-8cff-01f464e0362d;851655.3967000023;6330751.169599999;4.892972889249491;44.05940147754572;44.0594014775,4.89297288925;44.0594014775,4.89297288925;"{""type"": ""Point"", ""coordinates"": [4.892972889249492, 44.0594014775236]}"
3DCC350C8E0E11E5A8FF01B064E0362D;169996;005000;Ligne de Paris à Strasbourg (LGV);354+883;Sarraltroff LGV;1;3dcc350c-8e0e-11e5-a8ff-01b064e0362d;999912.4305000007;6859287.094700001;7.082021936244913;48.76390302354923;48.7639030235,7.08202193624;48.7639030235,7.08202193624;"{""type"": ""Point"", ""coordinates"": [7.082021936244915, 48.763903023526694]}"
144044AA666811E38CFF01F464E0362D;29149;990000;Ligne de la grande ceinture de Paris;105+354;Villaine;4;144044aa-6668-11e3-8cff-01f464e0362d;645873.2431999967;6848017.931899998;2.264091387751813;48.7300172354201;48.7300172354,2.26409138775;48.7300172354,2.26409138775;"{""type"": ""Point"", ""coordinates"": [2.264091387751813, 48.730017235397376]}"
14417574666811E38CFF01F464E0362D;85292;640000;Ligne de Bordeaux-St-Jean à Sète-Ville;160+500;La Garenne;1;14417574-6668-11e3-8cff-01f464e0362d;530575.5813999996;6337275.136700001;0.883151014193471;44.114040333835675;44.1140403338,0.883151014193;44.1140403338,0.883151014193;"{""type"": ""Point"", ""coordinates"": [0.883151014193469, 44.1140403338137]}"
1443DCEE666811E38CFF01F464E0362D;29096;267000;Ligne de Fives à Hirson;108+934;Fourmies;2;1443dcee-6668-11e3-8cff-01f464e0362d;775475.298299998;6992013.321699999;4.052221971723957;50.02205454515741;50.0220545452,4.05222197172;50.0220545451,4.05222197172;"{""type"": ""Point"", ""coordinates"": [4.052221971723956, 50.02205454514097]}"
1443E18A666811E38CFF01F464E0362D;29413;890000;Ligne de Lyon-Perrache à Genève (frontière);027+550;Montluel;1;1443e18a-6668-11e3-8cff-01f464e0362d;862001.6819000021;6529808.821199998;5.087737907454679;45.8486561105839;45.8486561106,5.08773790745;45.8486561106,5.08773790745;"{""type"": ""Point"", ""coordinates"": [5.087737907454678, 45.8486561105667]}"
1443BF12666811E38CFF01F464E0362D;29526;677000;Ligne de Narbonne à Port-Bou (frontière);424+885;La Nadière;1;1443bf12-6668-11e3-8cff-01f464e0362d;703179.0077999979;6213635.4505;3.03896665497144;43.02204279972;43.0220427997,3.03896665497;43.0220427997,3.03896665497;"{""type"": ""Point"", ""coordinates"": [3.038966654971439, 43.02204279969537]}"
14448556666811E38CFF01F464E0362D;29294;590000;Ligne des Aubrais-Orléans à Montauban-Ville-Bourbon;613+762;Cieurac;2;14448556-6668-11e3-8cff-01f464e0362d;580015.6438999996;6363677.3434000015;1.494403856404427;44.36183405438725;44.3618340544,1.4944038564;44.3618340544,1.4944038564;"{""type"": ""Point"", ""coordinates"": [1.494403856404426, 44.361834054365936]}"
14446600666811E38CFF01F464E0362D;153081;909000;Ligne de Grenoble à Montmélian;045+350;Les Mollettes;1;14446600-6668-11e3-8cff-01f464e0362d;936818.0253000036;6489677.8226;6.031259850040725;45.46563349186039;45.4656334919,6.03125985004;45.4656334918,6.03125985004;"{""type"": ""Point"", ""coordinates"": [6.031259850040725, 45.46563349184209]}"
1443519E666811E38CFF01F464E0362D;29065;172000;Ligne de Rémilly à Stiring-Wendel;002+261;Remilly;1;1443519e-6668-11e3-8cff-01f464e0362d;950318.0702000037;6883735.8838;6.422345497970517;49.004709680069894;49.0047096801,6.42234549797;49.00470968,6.42234549797;"{""type"": ""Point"", ""coordinates"": [6.422345497970518, 49.00470968004857]}"
14407374666811E38CFF01F464E0362D;29118;420000;Ligne de Paris-Montparnasse à Brest;014+316;Porchefontaine (1500V);1;14407374-6668-11e3-8cff-01f464e0362d;638719.8137999997;6855852.064399999;2.165714674115092;48.799833800421354;48.7998338004,2.16571467412;48.7998338004,2.16571467412;"{""type"": ""Point"", ""coordinates"": [2.165714674115091, 48.799833800399]}"
144071B2666811E38CFF01F464E0362D;29119;420000;Ligne de Paris-Montparnasse à Brest;021+813;St-Cyr;1;144071b2-6668-11e3-8cff-01f464e0362d;631549.4126000032;6855710.458500002;2.068126197952211;48.79783913118675;48.7978391312,2.06812619795;48.7978391312,2.06812619795;"{""type"": ""Point"", ""coordinates"": [2.068126197952211, 48.79783913116437]}"
1442826C666811E38CFF01F464E0362D;29489;830000;Ligne de Paris-Lyon à Marseille-St-Charles;758+756;Les Olivettes;1;1442826c-6668-11e3-8cff-01f464e0362d;836248.4052999988;6304266.7764;4.693634963961442;43.82426259902031;43.824262599,4.69363496396;43.824262599,4.69363496396;"{""type"": ""Point"", ""coordinates"": [4.693634963961443, 43.824262598997606]}"
4D070166BD6B11E6BBFF016864E0362D;172105;834340;Raccordement de Lattes;000+525;La Castelle;1;4d070166-bd6b-11e6-bbff-016864e0362d;770448.2502000034;6274892.474100001;3.87177340733546;43.56959528037013;43.5695952804,3.87177340734;43.5695952803,3.87177340734;"{""type"": ""Point"", ""coordinates"": [3.871773407335459, 43.56959528034679]}"
14416044666811E38CFF01F464E0362D;29345;830000;Ligne de Paris-Lyon à Marseille-St-Charles;366+352;Chagny;1;14416044-6668-11e3-8cff-01f464e0362d;833190.0368999988;6646566.2053;4.749910460049668;46.905998279869216;46.9059982799,4.74991046005;46.9059982799,4.74991046005;"{""type"": ""Point"", ""coordinates"": [4.749910460049668, 46.9059982798551]}"
144233CA666811E38CFF01F464E0362D;29541;722000;Ligne de Béziers à Neussargues;579+809;Séverac;1;144233ca-6668-11e3-8cff-01f464e0362d;704453.0882000029;6358742.627500001;3.055841522150062;44.32769691900023;44.327696919,3.05584152215;44.327696919,3.05584152215;"{""type"": ""Point"", ""coordinates"": [3.055841522150061, 44.32769691897881]}"
144467F0666811E38CFF01F464E0362D;29477;896000;Ligne de St-Gervais-les-Bains-Le Fayet à Vallorcine (frontière);034+150;Vallorcine;1;144467f0-6668-11e3-8cff-01f464e0362d;1004092.9421000034;6555674.544100001;6.933166055061213;46.03264823390394;46.0326482339,6.93316605506;46.0326482339,6.93316605506;"{""type"": ""Point"", ""coordinates"": [6.933166055061213, 46.03264823388728]}"
14407B2E666811E38CFF01F464E0362D;29457;883000;Ligne de Mâcon à Ambérieu;036+033;Les Cadalles;1;14407b2e-6668-11e3-8cff-01f464e0362d;870520.793399997;6570054.1318;5.211994442778446;46.20883859549984;46.2088385955,5.21199444278;46.2088385955,5.21199444278;"{""type"": ""Point"", ""coordinates"": [5.211994442778446, 46.2088385954837]}"
144078CE666811E38CFF01F464E0362D;29243;590000;Ligne des Aubrais-Orléans à Montauban-Ville-Bourbon;304+553;La Ravelle;2;144078ce-6668-11e3-8cff-01f464e0362d;586156.5111000016;6603728.9329;1.514792420689202;46.52393623473376;46.5239362347,1.51479242069;46.5239362347,1.51479242069;"{""type"": ""Point"", ""coordinates"": [1.514792420689201, 46.52393623471852]}"
14407D38666811E38CFF01F464E0362D;29280;570000;Ligne de Paris-Austerlitz à Bordeaux-St-Jean;231+215;Les Épines-Fortes;2;14407d38-6668-11e3-8cff-01f464e0362d;530078.5348000005;6701326.7051;0.747206123644693;47.39046533343341;47.3904653334,0.747206123645;47.3904653334,0.747206123645;"{""type"": ""Point"", ""coordinates"": [0.747206123644691, 47.390465333403505]}"
144166FE666811E38CFF01F464E0362D;29421;830000;Ligne de Paris-Lyon à Marseille-St-Charles;522+862;Sibelin;1;144166fe-6668-11e3-8cff-01f464e0362d;843668.6768999994;6507588.0535;4.844880392281987;45.652733178612266;45.6527331786,4.84488039228;45.6527331786,4.84488039228;"{""type"": ""Point"", ""coordinates"": [4.844880392281986, 45.65273317859452]}"
144309F0666811E38CFF01F464E0362D;29331;830000;Ligne de Paris-Lyon à Marseille-St-Charles;095+450;Champigny;1;144309f0-6668-11e3-8cff-01f464e0362d;710876.0285999998;6802067.751699999;3.146714028639581;48.318840221257716;48.3188402213,3.14671402864;48.3188402212,3.14671402864;"{""type"": ""Point"", ""coordinates"": [3.146714028639581, 48.31884022123286]}"
14430818666811E38CFF01F464E0362D;29539;677000;Ligne de Narbonne à Port-Bou (frontière);471+107;Perpignan;1;14430818-6668-11e3-8cff-01f464e0362d;691834.6141000018;6174690.923900001;2.900514345959504;42.67180567789428;42.6718056779,2.90051434596;42.6718056779,2.90051434596;"{""type"": ""Point"", ""coordinates"": [2.900514345959504, 42.671805677868875]}"
1442C8CE666811E38CFF01F464E0362D;29448;900000;Ligne de Culoz à Modane (frontière);101+670;Culoz;1;1442c8ce-6668-11e3-8cff-01f464e0362d;915931.7005999982;6530757.283300001;5.782668599360674;45.842218185353865;45.8422181854,5.78266859936;45.8422181853,5.78266859936;"{""type"": ""Point"", ""coordinates"": [5.782668599360674, 45.84221818533664]}"
14423D5C666811E38CFF01F464E0362D;29246;590000;Ligne des Aubrais-Orléans à Montauban-Ville-Bourbon;341+130;La Côte;2;14423d5c-6668-11e3-8cff-01f464e0362d;583208.2700999975;6573216.775800001;1.483980472376069;46.2487301788309;46.2487301788,1.48398047238;46.2487301788,1.48398047238;"{""type"": ""Point"", ""coordinates"": [1.483980472376068, 46.24873017881487]}"
14438AFA666811E38CFF01F464E0362D;29195;640000;Ligne de Bordeaux-St-Jean à Sète-Ville;128+324;Catoy;1;14438afa-6668-11e3-8cff-01f464e0362d;503547.55870000273;6351104.877700001;0.540275355912746;44.231417580680876;44.2314175807,0.540275355913;44.2314175807,0.540275355913;"{""type"": ""Point"", ""coordinates"": [0.540275355912745, 44.231417580659205]}"
14438EE6666811E38CFF01F464E0362D;29209;655000;Ligne de Bordeaux-St-Jean à Irun;232+270;Hendaye;1;14438ee6-6668-11e3-8cff-01f464e0362d;312739.52910000086;6262521.103100002;-1.777301520910242;43.356364323024614;43.356364323,-1.77730152091;43.356364323,-1.77730152091;"{""type"": ""Point"", ""coordinates"": [-1.777301520910243, 43.35636432300076]}"
14445FCE666811E38CFF01F464E0362D;85236;650000;Ligne de Toulouse à Bayonne;079+915;Labarthe-Inard;1;14445fce-6668-11e3-8cff-01f464e0362d;524897.9673999995;6225219.738400001;0.850353138990601;43.1048002317218;43.1048002317,0.850353138991;43.1048002317,0.850353138991;"{""type"": ""Point"", ""coordinates"": [0.850353138990599, 43.10480023169737]}"
144461C8666811E38CFF01F464E0362D;85288;672000;Ligne de Portet-St-Simon à Puigcerda (frontière);038+985;Cintegabelle;1;144461c8-6668-11e3-8cff-01f464e0362d;579252.9121999964;6246795.3398;1.512461739674086;43.31008256311806;43.3100825631,1.51246173967;43.3100825631,1.51246173967;"{""type"": ""Point"", ""coordinates"": [1.512461739674085, 43.3100825630941]}"
14419E7C666811E38CFF01F464E0362D;29295;590000;Ligne des Aubrais-Orléans à Montauban-Ville-Bourbon;571+691;Degagnac;2;14419e7c-6668-11e3-8cff-01f464e0362d;568395.9290999994;6396326.133000001;1.340026096529246;44.6535887410763;44.6535887411,1.34002609653;44.6535887411,1.34002609653;"{""type"": ""Point"", ""coordinates"": [1.340026096529245, 44.65358874105576]}"
1441A28E666811E38CFF01F464E0362D;29248;590000;Ligne des Aubrais-Orléans à Montauban-Ville-Bourbon;364+296;La Ville-sous-Grange;2;1441a28e-6668-11e3-8cff-01f464e0362d;578954.576700002;6553277.631299999;1.433912114051543;46.068467698140005;46.0684676981,1.43391211405;46.0684676981,1.43391211405;"{""type"": ""Point"", ""coordinates"": [1.433912114051541, 46.068467698123435]}"
143FCFD2666811E38CFF01F464E0362D;29434;750000;Ligne de Moret-Veneux-les-Sablons à Lyon-Perrache;183+405;Neuvy-sur-Loire;1;143fcfd2-6668-11e3-8cff-01f464e0362d;691909.0432000011;6712272.112100001;2.892504631269271;47.51076532740425;47.5107653274,2.89250463127;47.5107653274,2.89250463127;"{""type"": ""Point"", ""coordinates"": [2.89250463126927, 47.510765327375]}"
143FCCEA666811E38CFF01F464E0362D;29143;570000;Ligne de Paris-Austerlitz à Bordeaux-St-Jean;069+425;Thionville (91);1;143fccea-6668-11e3-8cff-01f464e0362d;628427.3409999982;6805952.484900001;2.033914418838706;48.34994298331069;48.3499429833,2.03391441884;48.3499429833,2.03391441884;"{""type"": ""Point"", ""coordinates"": [2.033914418838705, 48.34994298328599]}"
143FD1B0666811E38CFF01F464E0362D;29139;570000;Ligne de Paris-Austerlitz à Bordeaux-St-Jean;020+800;St-Martin (91);1;143fd1b0-6668-11e3-8cff-01f464e0362d;652921.6106999964;6842412.2621;2.360533845405037;48.680151593952566;48.680151594,2.36053384541;48.6801515939,2.36053384541;"{""type"": ""Point"", ""coordinates"": [2.360533845405036, 48.6801515939296]}"
1442F13C666811E38CFF01F464E0362D;29352;852000;Ligne de Dole-Ville à Belfort;427+992;Douvot;1;1442f13c-6668-11e3-8cff-01f464e0362d;945997.3509000018;6695344.873100001;6.257159268732524;47.31275750172947;47.3127575017,6.25715926873;47.3127575017,6.25715926873;"{""type"": ""Point"", ""coordinates"": [6.257159268732524, 47.31275750169914]}"
894F9F12886411E998FF0188B2273146;10068000;750000;Ligne de Moret-Veneux-les-Sablons à Lyon-Perrache;076+025;Montigny-sur-Loing;1;894f9f12-8864-11e9-98ff-0188b2273146;679598.2481999993;6804089.6479;2.724692819476478;48.336802328662124;48.3368023287,2.72469281948;48.3368023286,2.72469281948;"{""type"": ""Point"", ""coordinates"": [2.724692819476477, 48.33680232863737]}"
144428CE666811E38CFF01F464E0362D;29445;896000;Ligne de St-Gervais-les-Bains-Le Fayet à Vallorcine (frontière);018+980;Chamonix;1;144428ce-6668-11e3-8cff-01f464e0362d;1000085.6006999984;6543195.235599998;6.873507029054141;45.92219336753886;45.9221933675,6.87350702905;45.9221933675,6.87350702905;"{""type"": ""Point"", ""coordinates"": [6.873507029054142, 45.922193367521864]}"
14415288666811E38CFF01F464E0362D;29106;334900;Ligne de Paris-St-Lazare à Ermont-Eaubonne;004+439;Asnières;1;14415288-6668-11e3-8cff-01f464e0362d;647583.5848999992;6867453.7212000005;2.284951084716455;48.90494734187943;48.9049473419,2.28495108472;48.9049473419,2.28495108472;"{""type"": ""Point"", ""coordinates"": [2.284951084716453, 48.9049473418576]}"
143FD488666811E38CFF01F464E0362D;29088;229000;Ligne de La Plaine à Hirson et Anor (frontière);025+401;Mitry;1;143fd488-6668-11e3-8cff-01f464e0362d;672917.9332000017;6874227.149799999;2.630114373436411;48.967421583369486;48.9674215834,2.63011437344;48.9674215833,2.63011437344;"{""type"": ""Point"", ""coordinates"": [2.63011437343641, 48.967421583347964]}"
14432090666811E38CFF01F464E0362D;29425;750000;Ligne de Moret-Veneux-les-Sablons à Lyon-Perrache;507+050;Terrenoire;1;14432090-6668-11e3-8cff-01f464e0362d;813847.0385000035;6483163.098299999;4.456249202870616;45.43845363482124;45.4384536348,4.45624920287;45.4384536348,4.45624920287;"{""type"": ""Point"", ""coordinates"": [4.456249202870616, 45.43845363480287]}"
144475E6666811E38CFF01F464E0362D;29438;900000;Ligne de Culoz à Modane (frontière);122+421;Aix-les-Bains;1;144475e6-6668-11e3-8cff-01f464e0362d;925760.1396000013;6514942.988600001;5.901728175704792;45.69671949261084;45.6967194926,5.9017281757;45.6967194926,5.9017281757;"{""type"": ""Point"", ""coordinates"": [5.901728175704792, 45.6967194925932]}"
1441DE5E666811E38CFF01F464E0362D;29291;590000;Ligne des Aubrais-Orléans à Montauban-Ville-Bourbon;650+970;Albias;2;1441de5e-6668-11e3-8cff-01f464e0362d;575136.7717000023;6333506.4131000005;1.440673489401022;44.08946452557002;44.0894645256,1.4406734894;44.0894645255,1.4406734894;"{""type"": ""Point"", ""coordinates"": [1.440673489401021, 44.089464525547996]}"
1441171E666811E38CFF01F464E0362D;29443;899000;Ligne de St-Pierre-d'Albigny à Bourg-St-Maurice;079+304;Bourg-St-Maurice;1;1441171e-6668-11e3-8cff-01f464e0362d;993847.5500999987;6508213.473999999;6.771559565754392;45.61027410731219;45.6102741073,6.77155956575;45.6102741073,6.77155956575;"{""type"": ""Point"", ""coordinates"": [6.771559565754393, 45.610274107294316]}"
144386F8666811E38CFF01F464E0362D;85306;640000;Ligne de Bordeaux-St-Jean à Sète-Ville;225+590;Dieupentale;1;144386f8-6668-11e3-8cff-01f464e0362d;561800.4100999981;6308151.809599999;1.281067329960713;43.85883668435282;43.8588366844,1.28106732996;43.8588366843,1.28106732996;"{""type"": ""Point"", ""coordinates"": [1.281067329960711, 43.85883668433021]}"
14408C48666811E38CFF01F464E0362D;29426;800000;Ligne de Givors-Canal à Grezan;604+634;Tournon;1;14408c48-6668-11e3-8cff-01f464e0362d;843991.2248999998;6440092.4234;4.828949104162152;45.045071072379585;45.0450710724,4.82894910416;45.0450710724,4.82894910416;"{""type"": ""Point"", ""coordinates"": [4.828949104162152, 45.04507107236011]}"
1441E620666811E38CFF01F464E0362D;29529;722000;Ligne de Béziers à Neussargues;615+254;Le Monastier;1;1441e620-6668-11e3-8cff-01f464e0362d;720078.7823999971;6378991.5634;3.252598479771483;44.509699522422494;44.5096995224,3.25259847977;44.5096995224,3.25259847977;"{""type"": ""Point"", ""coordinates"": [3.252598479771482, 44.50969952240157]}"
144118F2666811E38CFF01F464E0362D;29487;830000;Ligne de Paris-Lyon à Marseille-St-Charles;810+473;Miramas;1;144118f2-6668-11e3-8cff-01f464e0362d;862709.6828000024;6277565.234099999;5.013966393164884;43.57847177153096;43.5784717715,5.01396639316;43.5784717715,5.01396639316;"{""type"": ""Point"", ""coordinates"": [5.013966393164883, 43.57847177150763]}"
1442C4A2666811E38CFF01F464E0362D;29416;830000;Ligne de Paris-Lyon à Marseille-St-Charles;485+259;Quincieux;1;1442c4a2-6668-11e3-8cff-01f464e0362d;835733.4601999968;6537277.0502;4.751471788725685;45.92163711844621;45.9216371184,4.75147178873;45.9216371184,4.75147178873;"{""type"": ""Point"", ""coordinates"": [4.751471788725684, 45.92163711842924]}"
14414520666811E38CFF01F464E0362D;29113;366000;Ligne de Mantes-la-Jolie à Cherbourg;355+270;Carpentier;1;14414520-6668-11e3-8cff-01f464e0362d;365123.82460000366;6947572.972600002;-1.627223786169309;49.539119331559206;49.5391193316,-1.62722378617;49.5391193315,-1.62722378617;"{""type"": ""Point"", ""coordinates"": [-1.627223786169312, 49.5391193315405]}"
3630A35419C011E5B9FF01FC64E0362D;164631;515000;Ligne de Tours à St-Nazaire;243+973;St-Côme (25KV);1;3630a354-19c0-11e5-b9ff-01fc64e0362d;519613.8325000033;6699723.508200001;0.609192332601672;47.37326988786229;47.3732698879,0.609192332602;47.3732698878,0.609192332602;"{""type"": ""Point"", ""coordinates"": [0.60919233260167, 47.37326988783228]}"
3634C3D019C011E5B9FF01FC64E0362D;164630;679000;Ligne de Perpignan à Villefranche-Vernet-les-Bains;513+126;Villefranche-Vernet-les-Bains (1500V);1;3634c3d0-19c0-11e5-b9ff-01fc64e0362d;648223.8312999979;6165955.311299998;2.370030271671593;42.5914581884127;42.5914581884,2.37003027167;42.5914581884,2.37003027167;"{""type"": ""Point"", ""coordinates"": [2.370030271671592, 42.591458188387136]}"
1440EBC8666811E38CFF01F464E0362D;29229;570000;Ligne de Paris-Austerlitz à Bordeaux-St-Jean;319+805;Beaulin;3;1440ebc8-6668-11e3-8cff-01f464e0362d;503309.3598999977;6626694.229800001;0.424799609920189;46.71148089586538;46.7114808959,0.42479960992;46.7114808959,0.42479960992;"{""type"": ""Point"", ""coordinates"": [0.424799609920188, 46.711480895850684]}"
14422224666811E38CFF01F464E0362D;85280;669000;Ligne de Villefranche-Vernet-les-Bains à Latour-de-Carol;027+843;Montlouis;1;14422224-6668-11e3-8cff-01f464e0362d;627034.3350000009;6156203.217799999;2.113564469975705;42.501964906041614;42.501964906,2.11356446998;42.501964906,2.11356446998;"{""type"": ""Point"", ""coordinates"": [2.113564469975704, 42.50196490601584]}"
1443D9C6666811E38CFF01F464E0362D;29183;570000;Ligne de Paris-Austerlitz à Bordeaux-St-Jean;443+225;Puyrenaud;3;1443d9c6-6668-11e3-8cff-01f464e0362d;478778.22779999673;6515673.616300002;0.156215129062879;45.704780812050956;45.7047808121,0.156215129063;45.704780812,0.156215129063;"{""type"": ""Point"", ""coordinates"": [0.156215129062877, 45.70478081203334]}"
1442260C666811E38CFF01F464E0362D;29431;790000;Ligne de St-Germain-des-Fossés à Nîmes-CRB1;414+475;Flamina;1;1442260c-6668-11e3-8cff-01f464e0362d;710339.4842000008;6523761.297699999;3.133145838603191;45.81340652396331;45.813406524,3.1331458386;45.8134065239,3.1331458386;"{""type"": ""Point"", ""coordinates"": [3.13314583860319, 45.81340652394602]}"
1441C3B0666811E38CFF01F464E0362D;29173;570000;Ligne de Paris-Austerlitz à Bordeaux-St-Jean;499+414;Coutillère;3;1441c3b0-6668-11e3-8cff-01f464e0362d;468471.441200003;6468321.6373;0.04660052758243;45.275274460634385;45.2752744606,0.0466005275824;45.2752744606,0.0466005275824;"{""type"": ""Point"", ""coordinates"": [0.046600527582428, 45.27527446061555]}"
1441C00A666811E38CFF01F464E0362D;29332;830000;Ligne de Paris-Lyon à Marseille-St-Charles;110+125;St-Martin-du-Tertre;1;1441c00a-6668-11e3-8cff-01f464e0362d;719517.6234000027;6791224.802000001;3.262798813683612;48.221079780751566;48.2210797808,3.26279881368;48.2210797807,3.26279881368;"{""type"": ""Point"", ""coordinates"": [3.262798813683612, 48.22107978072618]}"
14440D60666811E38CFF01F464E0362D;29314;752000;Ligne de Combs-la-Ville à St-Louis (LGV);257+034;Commune;1;14440d60-6668-11e3-8cff-01f464e0362d;813450.4333999977;6647206.052999999;4.490788364270986;46.91540485547865;46.9154048555,4.49078836427;46.9154048555,4.49078836427;"{""type"": ""Point"", ""coordinates"": [4.490788364270985, 46.91540485546456]}"
1443F846666811E38CFF01F464E0362D;29094;242000;Ligne de Creil à Jeumont;225+591;Hautmont;1;1443f846-6668-11e3-8cff-01f464e0362d;766430.4003000036;7018981.9635999985;3.930567625874174;50.265244510465365;50.2652445105,3.93056762587;50.2652445105,3.93056762587;"{""type"": ""Point"", ""coordinates"": [3.930567625874174, 50.265244510450046]}"
14441B9C666811E38CFF01F464E0362D;153343;830000;Ligne de Paris-Lyon à Marseille-St-Charles;027+970;Combs la ville;1;14441b9c-6668-11e3-8cff-01f464e0362d;667527.2681000009;6839130.140700001;2.559166445385691;48.65152922310254;48.6515292231,2.55916644539;48.6515292231,2.55916644539;"{""type"": ""Point"", ""coordinates"": [2.55916644538569, 48.651529223079415]}"
144192CA666811E38CFF01F464E0362D;29451;899000;Ligne de St-Pierre-d'Albigny à Bourg-St-Maurice;018+934;Gilly;1;144192ca-6668-11e3-8cff-01f464e0362d;959809.706600003;6511139.1614000015;6.336820363644558;45.65038423953619;45.6503842395,6.33682036364;45.6503842395,6.33682036364;"{""type"": ""Point"", ""coordinates"": [6.336820363644558, 45.65038423951843]}"
144190FC666811E38CFF01F464E0362D;29427;830000;Ligne de Paris-Lyon à Marseille-St-Charles;547+910;Vaugris;1;144190fc-6668-11e3-8cff-01f464e0362d;842506.2893000022;6489229.172899999;4.82451297919442;45.48770398249705;45.4877039825,4.82451297919;45.4877039825,4.82451297919;"{""type"": ""Point"", ""coordinates"": [4.82451297919442, 45.487703982478806]}"
1441966E666811E38CFF01F464E0362D;127211;570000;Ligne de Paris-Austerlitz à Bordeaux-St-Jean;582+276;Deschamps;3;1441966e-6668-11e3-8cff-01f464e0362d;419846.6495999992;6421680.627700001;-0.546193243205792;44.837664199400194;44.8376641994,-0.546193243206;44.8376641994,-0.546193243206;"{""type"": ""Point"", ""coordinates"": [-0.546193243205793, 44.83766419938015]}"
1441F5E6666811E38CFF01F464E0362D;29423;830000;Ligne de Paris-Lyon à Marseille-St-Charles;583+222;St-Vallier;1;1441f5e6-6668-11e3-8cff-01f464e0362d;842603.9095999971;6457062.4278;4.816291111539043;45.198117092353094;45.1981170924,4.81629111154;45.1981170923,4.81629111154;"{""type"": ""Point"", ""coordinates"": [4.816291111539043, 45.198117092334044]}"
1441F40C666811E38CFF01F464E0362D;29074;070000;Ligne de Noisy-le-Sec à Strasbourg-Ville;429+832;Imling;1;1441f40c-6668-11e3-8cff-01f464e0362d;996312.9695999995;6855101.706700001;7.030211322039891;48.727971166312045;48.7279711663,7.03021132204;48.7279711663,7.03021132204;"{""type"": ""Point"", ""coordinates"": [7.030211322039891, 48.727971166289315]}"
144377C6666811E38CFF01F464E0362D;29261;590000;Ligne des Aubrais-Orléans à Montauban-Ville-Bourbon;519+751;Gignac;2;144377c6-6668-11e3-8cff-01f464e0362d;580406.1044000015;6436400.7337;1.481758400502591;45.016494666660094;45.0164946667,1.4817584005;45.0164946666,1.4817584005;"{""type"": ""Point"", ""coordinates"": [1.48175840050259, 45.01649466664055]}"
14411D2E666811E38CFF01F464E0362D;29552;679000;Ligne de Perpignan à Villefranche-Vernet-les-Bains;513+126;Villefranche-Vernet-les-Bains (850V);1;14411d2e-6668-11e3-8cff-01f464e0362d;648223.8312999979;6165955.311299998;2.370030271671593;42.5914581884127;42.5914581884,2.37003027167;42.5914581884,2.37003027167;"{""type"": ""Point"", ""coordinates"": [2.370030271671592, 42.591458188387136]}"
1440993E666811E38CFF01F464E0362D;29288;570000;Ligne de Paris-Austerlitz à Bordeaux-St-Jean;222+040;Vernou;2;1440993e-6668-11e3-8cff-01f464e0362d;538160.000699997;6702731.600299999;0.853788819733159;47.40513350420121;47.4051335042,0.853788819733;47.4051335042,0.853788819733;"{""type"": ""Point"", ""coordinates"": [0.853788819733157, 47.40513350417139]}"
1443061A666811E38CFF01F464E0362D;29543;800000;Ligne de Givors-Canal à Grezan;729+095;St-Géniès;1;1443061a-6668-11e3-8cff-01f464e0362d;839171.0952999964;6330900.164799999;4.737236439498876;44.063324732095865;44.0633247321,4.7372364395;44.0633247321,4.7372364395;"{""type"": ""Point"", ""coordinates"": [4.737236439498877, 44.063324732073774]}"
14412112666811E38CFF01F464E0362D;29389;830000;Ligne de Paris-Lyon à Marseille-St-Charles;461+720;Belleville;1;14412112-6668-11e3-8cff-01f464e0362d;833629.9090000018;6559294.8999999985;4.730562503311542;46.120275387695024;46.1202753877,4.73056250331;46.1202753877,4.73056250331;"{""type"": ""Point"", ""coordinates"": [4.730562503311542, 46.12027538767862]}"
1443F14C666811E38CFF01F464E0362D;29260;590000;Ligne des Aubrais-Orléans à Montauban-Ville-Bourbon;507+819;Noailles;2;1443f14c-6668-11e3-8cff-01f464e0362d;583207.4848999977;6444609.864599999;1.515354181836898;45.09087489059658;45.0908748906,1.51535418184;45.0908748906,1.51535418184;"{""type"": ""Point"", ""coordinates"": [1.515354181836897, 45.09087489057724]}"
